order_id,airline_code,airline_name,region,account_tier,part_id,part_type,aircraft_model,capability_area,repair_center_id,repair_center_location,order_created_date,received_date,completed_date,status,priority,warranty_flag,quoted_repair_days,actual_repair_days,repair_cost_usd,sla_met
RO01911,AA,American Airlines,North America,Growth,NAV111,Navigation Processor,E175,Avionics,RC05,"Cincinnati, OH",2025-07-15,2025-07-19,2025-08-03,Completed,Standard,N,5,15.0,9183.14,N
RO01912,DL,Delta Air Lines,North America,Core,NAV111,Navigation Processor,E175,Avionics,RC01,"Dallas, TX",2025-04-01,2025-04-06,2025-04-10,Completed,AOG,N,5,4.0,12273.01,Y
RO01913,NH,ANA,Asia,Strategic,BRK910,Brake Control Unit,B777,Active Controls,RC04,"Wichita, KS",2025-06-17,2025-06-19,2025-06-26,Completed,Standard,N,6,7.0,17583.36,Y
RO01914,AA,American Airlines,North America,Growth,ACT100,Actuator,A320,Flight Controls,RC04,"Wichita, KS",2025-07-16,2025-07-20,2025-07-28,Completed,Urgent,Y,6,8.0,2499.68,N
RO01915,AA,American Airlines,North America,Growth,SNS210,Sensor Module,A320,Avionics,RC03,"Miami, FL",2025-01-26,2025-01-27,2025-02-01,Completed,Urgent,N,4,5.0,7644.58,Y
RO01916,DL,Delta Air Lines,North America,Core,NAV111,Navigation Processor,E175,Avionics,RC05,"Cincinnati, OH",2025-08-17,2025-08-21,2025-08-29,Completed,Standard,N,5,8.0,10661.52,N
RO01917,BA,British Airways,Europe,Growth,NAV111,Navigation Processor,E175,Avionics,RC05,"Cincinnati, OH",2025-10-12,2025-10-17,2025-10-25,Completed,Urgent,N,5,8.0,12159.02,N
RO01918,UA,United Airlines,North America,Growth,PWR330,Power Control Unit,B737,Power Management,RC04,"Wichita, KS",2025-01-19,2025-01-22,2025-01-31,Completed,Standard,N,8,9.0,19050.83,Y
RO01919,EK,Emirates,Middle East,Strategic,FLT810,Fly-by-Wire Computer,A350,Next-Gen Controls,RC05,"Cincinnati, OH",2025-02-26,2025-02-28,2025-03-06,Completed,AOG,N,12,6.0,42366.09,Y
RO01920,UA,United Airlines,North America,Growth,SNS210,Sensor Module,A320,Avionics,RC01,"Dallas, TX",2025-03-16,2025-03-21,2025-03-25,Completed,Urgent,Y,4,4.0,1464.1,Y
RO01921,SQ,Singapore Airlines,Asia,Growth,NAV111,Navigation Processor,E175,Avionics,RC01,"Dallas, TX",2025-10-16,2025-10-18,2025-10-23,Completed,Urgent,Y,5,5.0,2043.63,Y
RO01922,UA,United Airlines,North America,Growth,BRK910,Brake Control Unit,B777,Active Controls,RC04,"Wichita, KS",2025-06-08,2025-06-10,2025-06-17,Completed,Standard,N,6,7.0,18173.7,Y
RO01923,WN,Southwest Airlines,North America,Core,NAV111,Navigation Processor,E175,Avionics,RC04,"Wichita, KS",2025-06-30,2025-07-04,2025-07-10,Completed,Standard,Y,5,6.0,1788.48,Y
RO01924,AF,Air France,Europe,Core,NAV111,Navigation Processor,E175,Avionics,RC02,"Phoenix, AZ",2025-09-29,2025-09-30,2025-10-07,Completed,Standard,N,5,7.0,8612.31,Y
RO01925,AA,American Airlines,North America,Growth,NAV111,Navigation Processor,E175,Avionics,RC04,"Wichita, KS",2025-07-11,2025-07-16,2025-07-21,Completed,Urgent,N,5,5.0,10683.31,Y
RO01926,AS,Alaska Airlines,North America,Strategic,BRK910,Brake Control Unit,B777,Active Controls,RC01,"Dallas, TX",2025-11-19,2025-11-24,2025-12-02,Completed,Standard,N,6,8.0,18343.65,Y
RO01927,B6,JetBlue,North America,Strategic,SNS210,Sensor Module,A320,Avionics,RC04,"Wichita, KS",2025-07-13,2025-07-15,2025-07-20,Completed,Standard,N,4,5.0,6032.89,Y
RO01928,AC,Air Canada,North America,Strategic,ACT100,Actuator,A320,Flight Controls,RC01,"Dallas, TX",2025-12-22,2025-12-27,,In Progress,Standard,N,6,,12399.84,
RO01929,NH,ANA,Asia,Strategic,FLT810,Fly-by-Wire Computer,A350,Next-Gen Controls,RC01,"Dallas, TX",2025-04-26,2025-04-30,2025-05-12,Completed,Standard,N,12,12.0,32258.39,Y
RO01930,DL,Delta Air Lines,North America,Core,ACT100,Actuator,A320,Flight Controls,RC01,"Dallas, TX",2025-02-26,2025-03-03,2025-03-08,Completed,Urgent,N,6,5.0,13349.17,Y
RO01931,EK,Emirates,Middle East,Strategic,CAB520,Cabin Interface,A321,Cabin Systems,RC02,"Phoenix, AZ",2025-07-11,2025-07-12,2025-07-19,Completed,Standard,N,4,7.0,7325.65,N
RO01932,B6,JetBlue,North America,Strategic,NAV111,Navigation Processor,E175,Avionics,RC01,"Dallas, TX",2025-05-25,2025-05-27,2025-06-02,Completed,Standard,N,5,6.0,9830.61,Y
RO01933,BA,British Airways,Europe,Growth,CAB520,Cabin Interface,A321,Cabin Systems,RC04,"Wichita, KS",2025-04-30,2025-05-04,2025-05-07,Completed,Standard,N,4,3.0,6220.16,Y
RO01934,WN,Southwest Airlines,North America,Core,ACT100,Actuator,A320,Flight Controls,RC01,"Dallas, TX",2025-04-05,2025-04-08,2025-04-17,Completed,Standard,N,6,9.0,12553.65,N
RO01935,AA,American Airlines,North America,Growth,AUTO610,Autonomy Controller,B787,Autonomy,RC04,"Wichita, KS",2025-11-08,2025-11-13,2025-11-20,Completed,Urgent,N,13,7.0,33710.08,Y
RO01936,UA,United Airlines,North America,Growth,NAV111,Navigation Processor,E175,Avionics,RC01,"Dallas, TX",2025-12-20,2025-12-24,2025-12-30,Completed,Standard,Y,5,6.0,1772.85,Y
RO01937,B6,JetBlue,North America,Strategic,NAV111,Navigation Processor,E175,Avionics,RC02,"Phoenix, AZ",2025-01-25,2025-01-30,2025-02-08,Completed,Standard,N,5,9.0,9430.9,N
RO01938,EK,Emirates,Middle East,Strategic,NAV111,Navigation Processor,E175,Avionics,RC01,"Dallas, TX",2025-11-07,2025-11-12,2025-11-18,Completed,Standard,N,5,6.0,9485.8,Y
RO01939,AA,American Airlines,North America,Growth,ACT100,Actuator,A320,Flight Controls,RC01,"Dallas, TX",2025-10-09,2025-10-13,2025-10-19,Completed,Standard,N,6,6.0,13035.71,Y
RO01940,LH,Lufthansa,Europe,Core,PWR330,Power Control Unit,B737,Power Management,RC03,"Miami, FL",2025-12-04,2025-12-06,2025-12-14,Completed,AOG,N,8,8.0,27437.02,Y
RO01941,UA,United Airlines,North America,Growth,AUTO610,Autonomy Controller,B787,Autonomy,RC02,"Phoenix, AZ",2025-04-09,2025-04-11,2025-04-22,Completed,Urgent,N,13,11.0,35071.85,Y
RO01942,AA,American Airlines,North America,Growth,CAB520,Cabin Interface,A321,Cabin Systems,RC01,"Dallas, TX",2025-03-08,2025-03-11,2025-03-16,Completed,Standard,N,4,5.0,6751.25,Y
RO01943,AA,American Airlines,North America,Growth,SNS210,Sensor Module,A320,Avionics,RC02,"Phoenix, AZ",2025-04-23,2025-04-25,2025-04-29,Completed,Urgent,N,4,4.0,7333.79,Y
RO01944,DL,Delta Air Lines,North America,Core,ENG410,Engine Control,B737,Engine Systems,RC02,"Phoenix, AZ",2025-09-13,2025-09-15,2025-10-02,Completed,Standard,N,11,17.0,24257.52,N
RO01945,WN,Southwest Airlines,North America,Core,ENG410,Engine Control,B737,Engine Systems,RC01,"Dallas, TX",2025-06-15,2025-06-16,2025-06-29,Completed,Standard,N,11,13.0,24556.2,Y
RO01946,BA,British Airways,Europe,Growth,ACT100,Actuator,A320,Flight Controls,RC04,"Wichita, KS",2025-09-13,2025-09-16,2025-09-21,Completed,AOG,N,6,5.0,15524.78,Y
RO01947,AA,American Airlines,North America,Growth,ACT100,Actuator,A320,Flight Controls,RC03,"Miami, FL",2025-01-28,2025-01-30,2025-02-07,Completed,Standard,N,6,8.0,13991.94,Y
RO01948,DL,Delta Air Lines,North America,Core,AUTO610,Autonomy Controller,B787,Autonomy,RC03,"Miami, FL",2025-04-12,2025-04-17,2025-04-29,Completed,Standard,Y,13,12.0,6381.27,Y
RO01949,UA,United Airlines,North America,Growth,ENG410,Engine Control,B737,Engine Systems,RC04,"Wichita, KS",2025-04-21,2025-04-24,2025-05-04,Completed,Standard,N,11,10.0,24701.37,Y
RO01950,AC,Air Canada,North America,Strategic,ACT100,Actuator,A320,Flight Controls,RC04,"Wichita, KS",2025-03-28,2025-03-30,2025-04-05,Completed,Standard,N,6,6.0,11843.58,Y
RO01951,LH,Lufthansa,Europe,Core,SNS210,Sensor Module,A320,Avionics,RC01,"Dallas, TX",2025-04-04,2025-04-06,2025-04-11,Completed,Standard,N,4,5.0,6828.25,Y
RO01952,SQ,Singapore Airlines,Asia,Growth,SNS210,Sensor Module,A320,Avionics,RC02,"Phoenix, AZ",2025-09-27,2025-09-30,2025-10-07,Completed,Standard,N,4,7.0,6048.4,N
RO01953,QR,Qatar Airways,Middle East,Growth,AUTO610,Autonomy Controller,B787,Autonomy,RC02,"Phoenix, AZ",2025-10-25,2025-10-29,2025-11-11,Completed,Standard,N,13,13.0,29239.46,Y
RO01954,AA,American Airlines,North America,Growth,CAB520,Cabin Interface,A321,Cabin Systems,RC04,"Wichita, KS",2025-09-18,2025-09-20,2025-09-25,Completed,Standard,N,4,5.0,6712.22,Y
RO01955,UA,United Airlines,North America,Growth,CAB520,Cabin Interface,A321,Cabin Systems,RC01,"Dallas, TX",2025-06-03,2025-06-08,2025-06-12,Completed,Urgent,Y,4,4.0,1599.71,Y
RO01956,B6,JetBlue,North America,Strategic,ACT100,Actuator,A320,Flight Controls,RC01,"Dallas, TX",2025-10-23,2025-10-25,2025-10-31,Completed,Urgent,Y,6,6.0,2962.91,Y
RO01957,DL,Delta Air Lines,North America,Core,PWR330,Power Control Unit,B737,Power Management,RC03,"Miami, FL",2025-01-05,2025-01-07,2025-01-21,Completed,Standard,N,8,14.0,19997.71,N
RO01958,AC,Air Canada,North America,Strategic,NAV111,Navigation Processor,E175,Avionics,RC02,"Phoenix, AZ",2025-05-16,2025-05-18,2025-05-21,Completed,AOG,N,5,3.0,11118.24,Y
RO01959,AS,Alaska Airlines,North America,Strategic,BRK910,Brake Control Unit,B777,Active Controls,RC03,"Miami, FL",2025-02-20,2025-02-25,2025-03-03,Completed,Standard,N,6,6.0,18705.04,Y
RO01960,SQ,Singapore Airlines,Asia,Growth,SNS210,Sensor Module,A320,Avionics,RC05,"Cincinnati, OH",2025-10-31,2025-11-03,2025-11-08,Completed,Urgent,Y,4,5.0,1753.82,Y
RO01961,LH,Lufthansa,Europe,Core,SNS210,Sensor Module,A320,Avionics,RC04,"Wichita, KS",2025-11-17,2025-11-21,2025-11-27,Completed,Standard,N,4,6.0,5822.59,Y
RO01962,B6,JetBlue,North America,Strategic,CAB520,Cabin Interface,A321,Cabin Systems,RC03,"Miami, FL",2025-01-10,2025-01-13,2025-01-19,Completed,Standard,N,4,6.0,7299.65,Y
RO01963,BA,British Airways,Europe,Growth,AUTO610,Autonomy Controller,B787,Autonomy,RC01,"Dallas, TX",2025-08-07,2025-08-10,2025-08-21,Completed,Urgent,Y,13,11.0,7313.99,Y
RO01964,DL,Delta Air Lines,North America,Core,FLT810,Fly-by-Wire Computer,A350,Next-Gen Controls,RC02,"Phoenix, AZ",2025-10-15,2025-10-17,2025-11-02,Completed,Standard,Y,12,16.0,5278.87,N
RO01965,UA,United Airlines,North America,Growth,FLT810,Fly-by-Wire Computer,A350,Next-Gen Controls,RC04,"Wichita, KS",2025-08-04,2025-08-05,2025-08-20,Completed,Standard,N,12,15.0,27968.67,N
RO01966,UA,United Airlines,North America,Growth,BRK910,Brake Control Unit,B777,Active Controls,RC05,"Cincinnati, OH",2025-03-25,2025-03-26,2025-04-06,Completed,Standard,Y,6,11.0,3916.47,N
RO01967,AA,American Airlines,North America,Growth,ELE720,Electrical Converter,A220,Aircraft Electrification,RC01,"Dallas, TX",2025-08-16,2025-08-18,2025-08-31,Completed,Standard,N,7,13.0,15418.27,N
RO01968,BA,British Airways,Europe,Growth,PWR330,Power Control Unit,B737,Power Management,RC03,"Miami, FL",2025-12-11,2025-12-14,2025-12-23,Completed,Standard,N,8,9.0,19938.57,Y
RO01969,UA,United Airlines,North America,Growth,SNS210,Sensor Module,A320,Avionics,RC01,"Dallas, TX",2025-05-25,2025-05-27,2025-06-04,Completed,Standard,N,4,8.0,7178.44,N
RO01970,DL,Delta Air Lines,North America,Core,NAV111,Navigation Processor,E175,Avionics,RC04,"Wichita, KS",2025-02-11,2025-02-15,2025-02-19,Completed,AOG,Y,5,4.0,2135.98,Y
RO01971,DL,Delta Air Lines,North America,Core,BRK910,Brake Control Unit,B777,Active Controls,RC03,"Miami, FL",2025-03-28,2025-03-31,2025-04-03,Completed,AOG,Y,6,3.0,5313.42,Y
RO01972,NH,ANA,Asia,Strategic,CAB520,Cabin Interface,A321,Cabin Systems,RC04,"Wichita, KS",2025-09-27,2025-10-01,2025-10-04,Completed,Standard,N,4,3.0,6541.81,Y
RO01973,WN,Southwest Airlines,North America,Core,ENG410,Engine Control,B737,Engine Systems,RC01,"Dallas, TX",2025-11-02,2025-11-07,2025-11-16,Completed,Urgent,N,11,9.0,30662.61,Y
RO01974,UA,United Airlines,North America,Growth,NAV111,Navigation Processor,E175,Avionics,RC02,"Phoenix, AZ",2025-11-08,2025-11-12,2025-11-17,Completed,Standard,N,5,5.0,8274.83,Y
RO01975,LH,Lufthansa,Europe,Core,ENG410,Engine Control,B737,Engine Systems,RC05,"Cincinnati, OH",2025-08-24,2025-08-27,2025-09-12,Completed,Standard,N,11,16.0,29296.99,N
RO01976,DL,Delta Air Lines,North America,Core,ENG410,Engine Control,B737,Engine Systems,RC05,"Cincinnati, OH",2025-02-17,2025-02-21,2025-03-11,Completed,Standard,N,11,18.0,29837.2,N
RO01977,AS,Alaska Airlines,North America,Strategic,PWR330,Power Control Unit,B737,Power Management,RC05,"Cincinnati, OH",2025-09-12,2025-09-15,2025-09-29,Completed,Standard,N,8,14.0,20730.26,N
RO01978,NH,ANA,Asia,Strategic,SNS210,Sensor Module,A320,Avionics,RC02,"Phoenix, AZ",2025-11-08,2025-11-10,2025-11-14,Completed,Standard,N,4,4.0,6549.48,Y
RO01979,AS,Alaska Airlines,North America,Strategic,FLT810,Fly-by-Wire Computer,A350,Next-Gen Controls,RC01,"Dallas, TX",2025-10-19,2025-10-24,2025-11-01,Completed,Urgent,N,12,8.0,32544.93,Y
RO01980,NH,ANA,Asia,Strategic,FLT810,Fly-by-Wire Computer,A350,Next-Gen Controls,RC03,"Miami, FL",2025-10-30,2025-11-01,2025-11-15,Completed,Urgent,N,12,14.0,38176.82,N
RO01981,WN,Southwest Airlines,North America,Core,BRK910,Brake Control Unit,B777,Active Controls,RC01,"Dallas, TX",2025-11-25,2025-11-26,2025-12-03,Completed,Urgent,N,6,7.0,19461.43,Y
RO01982,SQ,Singapore Airlines,Asia,Growth,NAV111,Navigation Processor,E175,Avionics,RC05,"Cincinnati, OH",2025-10-12,2025-10-16,2025-10-24,Completed,Standard,N,5,8.0,9595.8,N
RO01983,AF,Air France,Europe,Core,AUTO610,Autonomy Controller,B787,Autonomy,RC05,"Cincinnati, OH",2025-10-07,2025-10-09,2025-10-23,Completed,Standard,Y,13,14.0,6995.79,Y
RO01984,B6,JetBlue,North America,Strategic,ENG410,Engine Control,B737,Engine Systems,RC03,"Miami, FL",2025-04-24,2025-04-27,2025-05-06,Completed,Urgent,N,11,9.0,30702.98,Y
RO01985,B6,JetBlue,North America,Strategic,FLT810,Fly-by-Wire Computer,A350,Next-Gen Controls,RC05,"Cincinnati, OH",2025-01-13,2025-01-14,2025-02-01,Completed,Urgent,N,12,18.0,40344.78,N
RO01986,AF,Air France,Europe,Core,NAV111,Navigation Processor,E175,Avionics,RC05,"Cincinnati, OH",2024-12-30,2025-01-01,2025-01-08,Completed,Urgent,N,5,7.0,12267.57,N
RO01987,DL,Delta Air Lines,North America,Core,ACT100,Actuator,A320,Flight Controls,RC04,"Wichita, KS",2025-07-15,2025-07-19,2025-07-26,Completed,Urgent,N,6,7.0,13674.08,Y
RO01988,UA,United Airlines,North America,Growth,NAV111,Navigation Processor,E175,Avionics,RC05,"Cincinnati, OH",2025-04-21,2025-04-22,2025-04-29,Completed,Urgent,N,5,7.0,10996.36,N
RO01989,AC,Air Canada,North America,Strategic,BRK910,Brake Control Unit,B777,Active Controls,RC01,"Dallas, TX",2025-03-08,2025-03-09,2025-03-14,Completed,Urgent,N,6,5.0,21164.24,Y
RO01990,UA,United Airlines,North America,Growth,BRK910,Brake Control Unit,B777,Active Controls,RC02,"Phoenix, AZ",2025-02-23,2025-02-26,2025-03-07,Completed,Standard,N,6,9.0,17585.74,N
RO01991,DL,Delta Air Lines,North America,Core,ENG410,Engine Control,B737,Engine Systems,RC04,"Wichita, KS",2025-02-10,2025-02-14,2025-02-20,Completed,AOG,N,11,6.0,32151.67,Y
RO01992,DL,Delta Air Lines,North America,Core,ACT100,Actuator,A320,Flight Controls,RC03,"Miami, FL",2025-07-17,2025-07-21,2025-08-02,Completed,Standard,N,6,12.0,13594.95,N
RO01993,WN,Southwest Airlines,North America,Core,SNS210,Sensor Module,A320,Avionics,RC03,"Miami, FL",2025-04-01,2025-04-03,2025-04-07,Completed,Standard,N,4,4.0,6481.29,Y
RO01994,DL,Delta Air Lines,North America,Core,NAV111,Navigation Processor,E175,Avionics,RC01,"Dallas, TX",2025-10-18,2025-10-20,2025-10-24,Completed,Standard,N,5,4.0,8468.65,Y
RO01995,UA,United Airlines,North America,Growth,ACT100,Actuator,A320,Flight Controls,RC05,"Cincinnati, OH",2025-01-25,2025-01-27,2025-02-02,Completed,Standard,N,6,6.0,13643.23,Y
RO01996,UA,United Airlines,North America,Growth,AUTO610,Autonomy Controller,B787,Autonomy,RC05,"Cincinnati, OH",2025-06-14,2025-06-15,2025-07-05,Completed,Standard,Y,13,20.0,7107.71,N
RO01997,QF,Qantas,Oceania,Strategic,ELE720,Electrical Converter,A220,Aircraft Electrification,RC01,"Dallas, TX",2025-07-30,2025-07-31,2025-08-10,Completed,Standard,Y,7,10.0,3085.76,N
RO01998,LH,Lufthansa,Europe,Core,ACT100,Actuator,A320,Flight Controls,RC03,"Miami, FL",2025-03-30,2025-04-02,2025-04-12,Completed,Standard,N,6,10.0,12480.0,N
RO01999,AA,American Airlines,North America,Growth,CAB520,Cabin Interface,A321,Cabin Systems,RC04,"Wichita, KS",2025-03-05,2025-03-10,2025-03-14,Completed,Standard,N,4,4.0,6360.98,Y
RO02000,AA,American Airlines,North America,Growth,PWR330,Power Control Unit,B737,Power Management,RC05,"Cincinnati, OH",2025-07-27,2025-07-31,2025-08-18,Completed,Standard,N,8,18.0,20810.23,N
RO02001,AS,Alaska Airlines,North America,Strategic,SNS210,Sensor Module,A320,Avionics,RC02,"Phoenix, AZ",2025-08-31,2025-09-02,2025-09-08,Completed,Standard,N,4,6.0,6891.33,Y
RO02002,AA,American Airlines,North America,Growth,ENG410,Engine Control,B737,Engine Systems,RC02,"Phoenix, AZ",2025-10-07,2025-10-08,2025-10-19,Completed,Standard,N,11,11.0,23682.07,Y
RO02003,EK,Emirates,Middle East,Strategic,CAB520,Cabin Interface,A321,Cabin Systems,RC01,"Dallas, TX",2025-07-07,2025-07-08,2025-07-13,Completed,Standard,Y,4,5.0,1460.04,Y
RO02004,WN,Southwest Airlines,North America,Core,ACT100,Actuator,A320,Flight Controls,RC04,"Wichita, KS",2025-12-23,2025-12-27,,In Progress,Standard,N,6,,12037.14,
RO02005,EK,Emirates,Middle East,Strategic,ELE720,Electrical Converter,A220,Aircraft Electrification,RC04,"Wichita, KS",2025-06-23,2025-06-27,2025-07-05,Completed,Standard,N,7,8.0,15922.31,Y
RO02006,LH,Lufthansa,Europe,Core,PWR330,Power Control Unit,B737,Power Management,RC03,"Miami, FL",2025-11-07,2025-11-12,2025-11-20,Completed,Urgent,N,8,8.0,22425.57,Y
RO02007,AA,American Airlines,North America,Growth,FLT810,Fly-by-Wire Computer,A350,Next-Gen Controls,RC03,"Miami, FL",2025-11-29,2025-12-02,2025-12-17,Completed,Standard,N,12,15.0,32362.33,N
RO02008,AS,Alaska Airlines,North America,Strategic,NAV111,Navigation Processor,E175,Avionics,RC01,"Dallas, TX",2025-10-08,2025-10-10,2025-10-15,Completed,Urgent,Y,5,5.0,2086.19,Y
RO02009,UA,United Airlines,North America,Growth,NAV111,Navigation Processor,E175,Avionics,RC04,"Wichita, KS",2025-12-16,2025-12-17,2025-12-22,Completed,Urgent,N,5,5.0,10357.4,Y
RO02010,WN,Southwest Airlines,North America,Core,ACT100,Actuator,A320,Flight Controls,RC01,"Dallas, TX",2025-06-30,2025-07-01,2025-07-06,Completed,Standard,N,6,5.0,11457.12,Y
RO02011,AA,American Airlines,North America,Growth,NAV111,Navigation Processor,E175,Avionics,RC03,"Miami, FL",2025-05-26,2025-05-29,2025-06-04,Completed,Standard,Y,5,6.0,2016.32,Y
RO02012,AA,American Airlines,North America,Growth,BRK910,Brake Control Unit,B777,Active Controls,RC05,"Cincinnati, OH",2025-06-17,2025-06-19,2025-06-30,Completed,Standard,Y,6,11.0,3895.14,N
RO02013,UA,United Airlines,North America,Growth,ELE720,Electrical Converter,A220,Aircraft Electrification,RC04,"Wichita, KS",2025-05-05,2025-05-06,2025-05-13,Completed,Urgent,Y,7,7.0,3095.98,Y
RO02014,WN,Southwest Airlines,North America,Core,ELE720,Electrical Converter,A220,Aircraft Electrification,RC04,"Wichita, KS",2025-06-16,2025-06-18,2025-06-24,Completed,Standard,N,7,6.0,15038.78,Y
RO02015,AA,American Airlines,North America,Growth,BRK910,Brake Control Unit,B777,Active Controls,RC01,"Dallas, TX",2025-01-31,2025-02-05,2025-02-09,Completed,Urgent,N,6,4.0,19254.24,Y
RO02016,AS,Alaska Airlines,North America,Strategic,CAB520,Cabin Interface,A321,Cabin Systems,RC01,"Dallas, TX",2025-02-24,2025-02-26,2025-03-02,Completed,Standard,N,4,4.0,7441.39,Y
RO02017,WN,Southwest Airlines,North America,Core,AUTO610,Autonomy Controller,B787,Autonomy,RC05,"Cincinnati, OH",2025-09-12,2025-09-16,2025-10-01,Completed,Standard,N,13,15.0,36812.56,Y
RO02018,WN,Southwest Airlines,North America,Core,BRK910,Brake Control Unit,B777,Active Controls,RC05,"Cincinnati, OH",2025-01-20,2025-01-24,2025-01-31,Completed,Standard,N,6,7.0,20406.84,Y
RO02019,NH,ANA,Asia,Strategic,ELE720,Electrical Converter,A220,Aircraft Electrification,RC05,"Cincinnati, OH",2025-08-21,2025-08-25,2025-09-03,Completed,Urgent,N,7,9.0,19004.11,N
RO02020,DL,Delta Air Lines,North America,Core,NAV111,Navigation Processor,E175,Avionics,RC05,"Cincinnati, OH",2025-12-19,2025-12-24,2025-12-30,Completed,AOG,Y,5,6.0,2562.08,Y
RO02021,AA,American Airlines,North America,Growth,CAB520,Cabin Interface,A321,Cabin Systems,RC02,"Phoenix, AZ",2025-11-21,2025-11-24,2025-11-28,Completed,Standard,N,4,4.0,7489.56,Y
RO02022,AF,Air France,Europe,Core,BRK910,Brake Control Unit,B777,Active Controls,RC02,"Phoenix, AZ",2025-11-09,2025-11-11,2025-11-16,Completed,Urgent,N,6,5.0,21636.59,Y
RO02023,NH,ANA,Asia,Strategic,ENG410,Engine Control,B737,Engine Systems,RC04,"Wichita, KS",2025-10-28,2025-10-30,2025-11-12,Completed,Standard,Y,11,13.0,4565.53,Y
RO02024,AA,American Airlines,North America,Growth,ENG410,Engine Control,B737,Engine Systems,RC05,"Cincinnati, OH",2025-09-29,2025-10-04,2025-10-15,Completed,Urgent,Y,11,11.0,7281.66,Y
RO02025,AC,Air Canada,North America,Strategic,NAV111,Navigation Processor,E175,Avionics,RC01,"Dallas, TX",2025-11-27,2025-11-28,2025-12-05,Completed,Standard,N,5,7.0,8486.44,Y
RO02026,QR,Qatar Airways,Middle East,Growth,BRK910,Brake Control Unit,B777,Active Controls,RC02,"Phoenix, AZ",2025-10-13,2025-10-14,2025-10-20,Completed,Urgent,N,6,6.0,18198.54,Y
RO02027,QR,Qatar Airways,Middle East,Growth,BRK910,Brake Control Unit,B777,Active Controls,RC03,"Miami, FL",2025-05-29,2025-06-03,2025-06-12,Completed,Standard,Y,6,9.0,4014.39,N
RO02028,DL,Delta Air Lines,North America,Core,FLT810,Fly-by-Wire Computer,A350,Next-Gen Controls,RC01,"Dallas, TX",2025-01-10,2025-01-11,2025-01-22,Completed,Standard,N,12,11.0,28458.71,Y
RO02029,EK,Emirates,Middle East,Strategic,NAV111,Navigation Processor,E175,Avionics,RC01,"Dallas, TX",2025-07-28,2025-07-29,2025-08-04,Completed,Standard,N,5,6.0,9872.84,Y
RO02030,AA,American Airlines,North America,Growth,NAV111,Navigation Processor,E175,Avionics,RC01,"Dallas, TX",2025-03-27,2025-03-28,2025-03-31,Completed,AOG,N,5,3.0,11708.26,Y
RO02031,AA,American Airlines,North America,Growth,CAB520,Cabin Interface,A321,Cabin Systems,RC04,"Wichita, KS",2025-08-16,2025-08-21,2025-08-25,Completed,Standard,N,4,4.0,7093.99,Y
RO02032,WN,Southwest Airlines,North America,Core,SNS210,Sensor Module,A320,Avionics,RC04,"Wichita, KS",2025-02-01,2025-02-04,2025-02-09,Completed,Standard,N,4,5.0,6251.47,Y
RO02033,LH,Lufthansa,Europe,Core,SNS210,Sensor Module,A320,Avionics,RC04,"Wichita, KS",2025-08-17,2025-08-18,2025-08-22,Completed,Urgent,Y,4,4.0,1418.53,Y
RO02034,QR,Qatar Airways,Middle East,Growth,ACT100,Actuator,A320,Flight Controls,RC03,"Miami, FL",2025-04-21,2025-04-26,2025-05-03,Completed,Standard,N,6,7.0,12538.27,Y
RO02035,LH,Lufthansa,Europe,Core,BRK910,Brake Control Unit,B777,Active Controls,RC04,"Wichita, KS",2025-01-16,2025-01-21,2025-01-25,Completed,AOG,N,6,4.0,24991.56,Y
RO02036,NH,ANA,Asia,Strategic,AUTO610,Autonomy Controller,B787,Autonomy,RC01,"Dallas, TX",2025-07-05,2025-07-09,2025-07-26,Completed,Standard,N,13,17.0,32875.0,N
RO02037,AA,American Airlines,North America,Growth,PWR330,Power Control Unit,B737,Power Management,RC05,"Cincinnati, OH",2025-06-28,2025-07-01,2025-07-14,Completed,Standard,N,8,13.0,20952.26,N
RO02038,NH,ANA,Asia,Strategic,BRK910,Brake Control Unit,B777,Active Controls,RC03,"Miami, FL",2025-09-23,2025-09-24,2025-10-01,Completed,Standard,N,6,7.0,19753.77,Y
RO02039,WN,Southwest Airlines,North America,Core,ELE720,Electrical Converter,A220,Aircraft Electrification,RC01,"Dallas, TX",2025-05-02,2025-05-06,2025-05-12,Completed,Standard,N,7,6.0,16183.03,Y
RO02040,NH,ANA,Asia,Strategic,NAV111,Navigation Processor,E175,Avionics,RC05,"Cincinnati, OH",2025-12-24,2025-12-29,,In Progress,Standard,Y,5,,1833.78,
RO02041,AC,Air Canada,North America,Strategic,CAB520,Cabin Interface,A321,Cabin Systems,RC01,"Dallas, TX",2025-12-24,2025-12-26,2025-12-29,Completed,Urgent,N,4,3.0,8071.76,Y
RO02042,UA,United Airlines,North America,Growth,SNS210,Sensor Module,A320,Avionics,RC01,"Dallas, TX",2025-02-04,2025-02-09,2025-02-15,Completed,Standard,N,4,6.0,6938.24,Y
RO02043,BA,British Airways,Europe,Growth,ELE720,Electrical Converter,A220,Aircraft Electrification,RC05,"Cincinnati, OH",2025-09-05,2025-09-10,2025-09-25,Completed,Standard,N,7,15.0,17184.68,N
RO02044,NH,ANA,Asia,Strategic,CAB520,Cabin Interface,A321,Cabin Systems,RC02,"Phoenix, AZ",2025-04-02,2025-04-05,2025-04-09,Completed,Standard,N,4,4.0,7367.74,Y
